Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Product group,Support Level,Country,Type
Resolved,1154,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,18-01-2023 07:25,20-01-2023 07:25,18-01-2023 08:25,25:00.1,Within SLA,14:33.2,Within SLA,,Other,Tier 1,Italy,Request
Closed,1155,Medium,Chat,Feature request,2nd line support,Michele Whyatt,18-01-2023 15:27,19-01-2023 15:27,18-01-2023 15:29,27:12.4,Within SLA,11:08.7,Within SLA,33:39.8,Custom software development,Tier 2,United Kingdom,Change
Resolved,1156,Medium,Email,Other,2nd line support,Heather Urry,18-01-2023 04:20,20-01-2023 04:20,18-01-2023 05:20,08:17.7,Within SLA,09:36.7,Within SLA,,Training and Consulting Services,Tier 2,France,Request
Resolved,1157,Medium,Chat,Product setup,1st line support,Bernard Beckley,18-01-2023 22:25,19-01-2023 22:25,18-01-2023 22:27,26:19.8,Within SLA,42:59.0,Within SLA,,Ready to use Software,Tier 1,Greece,Request
Closed,1158,Medium,Chat,Product setup,1st line support,Kristos Westoll,18-01-2023 18:08,19-01-2023 18:08,18-01-2023 18:10,09:33.2,Within SLA,55:18.6,Within SLA,41:51.8,Custom software development,Tier 1,Republic of Ireland,Request
Closed,1159,Low,Chat,Product setup,2nd line support,Heather Urry,19-01-2023 19:54,20-01-2023 19:54,19-01-2023 19:56,57:47.9,SLA Violated,53:34.5,Within SLA,55:40.1,Training and Consulting Services,Tier 2,United Kingdom,Request
Resolved,1160,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,19-01-2023 09:56,20-01-2023 09:56,19-01-2023 09:58,58:31.8,Within SLA,24:38.9,Within SLA,,Ready to use Software,Tier 2,Italy,Request
In progress,1161,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,19-01-2023 11:56,21-01-2023 11:56,19-01-2023 12:56,55:03.1,Within SLA,,SLA Violated,,Other,Tier 2,Slovenia,Request
Closed,1162,Medium,Email,Product setup,1st line support,Bernard Beckley,19-01-2023 01:28,21-01-2023 01:28,19-01-2023 02:28,41:57.3,Within SLA,50:02.5,Within SLA,04:00.7,Training and Consulting Services,Tier 1,France,Request
Closed,1163,Low,Email,Product setup,1st line support,Kristos Westoll,19-01-2023 02:31,21-01-2023 02:31,19-01-2023 03:31,37:16.1,Within SLA,08:29.8,Within SLA,44:53.2,Ready to use Software,Tier 1,Germany,Request
Closed,1164,Low,Chat,Product setup,1st line support,Sheela Cutten,19-01-2023 08:14,20-01-2023 08:14,19-01-2023 08:16,00:36.7,SLA Violated,09:18.8,Within SLA,57:25.5,Training and Consulting Services,Tier 1,Italy,Request
Resolved,1165,High,Chat,Product setup,1st line support,Connor Danielovitch,19-01-2023 02:00,20-01-2023 02:00,19-01-2023 02:02,01:24.2,Within SLA,02:44.0,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Request
Closed,1166,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,19-01-2023 16:07,21-01-2023 16:07,19-01-2023 17:07,27:09.2,Within SLA,34:33.9,Within SLA,00:07.4,Ready to use Software,Tier 1,Poland,Request
Closed,1167,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,19-01-2023 04:01,20-01-2023 04:01,19-01-2023 04:03,02:30.3,Within SLA,21:53.1,Within SLA,09:55.5,Ready to use Software,Tier 1,Italy,Request
Resolved,1168,High,Email,Other,2nd line support,Michele Whyatt,19-01-2023 18:33,21-01-2023 18:33,19-01-2023 19:33,59:45.5,Within SLA,33:25.7,Within SLA,,Other,Tier 2,Czech Republic,Request
Closed,1169,Medium,Chat,Product setup,1st line support,Nicola Wane,19-01-2023 17:03,20-01-2023 17:03,19-01-2023 17:05,05:38.9,Within SLA,18:49.0,Within SLA,20:49.7,Custom software development,Tier 1,Poland,Request
In progress,1170,Medium,Chat,Product setup,1st line support,Bernard Beckley,19-01-2023 02:59,20-01-2023 02:59,19-01-2023 03:01,01:25.5,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Austria,Request
In progress,1171,High,Email,Feature request,2nd line support,Michele Whyatt,20-01-2023 08:12,22-01-2023 08:12,20-01-2023 09:12,23:09.6,SLA Violated,,SLA Violated,,Other,Tier 2,Germany,Change
In progress,1172,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,20-01-2023 16:02,22-01-2023 16:02,20-01-2023 17:02,31:24.8,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Germany,Request
In progress,1173,Low,Email,Product setup,1st line support,Nicola Wane,20-01-2023 18:26,22-01-2023 18:26,20-01-2023 19:26,51:24.3,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Request
Closed,1174,Low,Email,Product setup,1st line support,Bernard Beckley,20-01-2023 16:12,22-01-2023 16:12,20-01-2023 17:12,41:51.9,Within SLA,59:34.7,Within SLA,39:01.8,Ready to use Software,Tier 1,Republic of Ireland,Request
Closed,1175,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,20-01-2023 18:26,22-01-2023 18:26,20-01-2023 19:26,47:31.1,Within SLA,12:24.8,SLA Violated,35:19.9,Other,Tier 1,Greece,Request
In progress,1176,High,Chat,Bug report,2nd line support,Michele Whyatt,20-01-2023 12:41,21-01-2023 12:41,20-01-2023 12:43,42:08.0,Within SLA,,SLA Violated,,Ready to use Software,Tier 2,Germany,Incident
In progress,1177,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,20-01-2023 07:41,22-01-2023 07:41,20-01-2023 08:41,16:18.2,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Republic of Ireland,Request
Resolved,1178,High,Email,Other,1st line support,Nicola Wane,20-01-2023 09:35,22-01-2023 09:35,20-01-2023 10:35,49:59.6,Within SLA,18:23.1,Within SLA,,Ready to use Software,Tier 1,Bulgaria,Request
Closed,1179,Low,Email,Product setup,2nd line support,Adolpho Messingham,20-01-2023 15:19,22-01-2023 15:19,20-01-2023 16:19,54:48.0,Within SLA,31:25.6,Within SLA,11:32.3,Custom software development,Tier 2,Slovenia,Request
Resolved,1180,Low,Chat,Purchasing and invoicing,1st line support,Nicola Wane,20-01-2023 08:49,21-01-2023 08:49,20-01-2023 08:51,51:33.7,Within SLA,32:34.3,Within SLA,,Training and Consulting Services,Tier 1,United Kingdom,Request
Closed,1181,Low,Email,Training request,1st line support,Bernard Beckley,20-01-2023 11:54,22-01-2023 11:54,20-01-2023 12:54,07:47.0,Within SLA,37:40.2,Within SLA,21:17.6,Training and Consulting Services,Tier 1,Bulgaria,Request
Closed,1182,High,Chat,Feature request,1st line support,Kristos Westoll,21-01-2023 08:18,22-01-2023 08:18,21-01-2023 08:20,20:16.1,Within SLA,06:33.5,Within SLA,11:19.6,Ready to use Software,Tier 1,Spain,Change
Closed,1183,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,21-01-2023 07:43,23-01-2023 07:43,21-01-2023 08:43,49:29.1,Within SLA,04:08.2,Within SLA,32:44.7,Other,Tier 1,United Kingdom,Request
Resolved,1184,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,21-01-2023 17:21,22-01-2023 17:21,21-01-2023 17:23,22:51.4,Within SLA,28:05.2,SLA Violated,,Ready to use Software,Tier 1,Austria,Request
Resolved,1185,Low,Chat,Feature request,1st line support,Sheela Cutten,21-01-2023 11:45,22-01-2023 11:45,21-01-2023 11:47,49:42.7,SLA Violated,21:29.2,Within SLA,,Custom software development,Tier 1,Bulgaria,Change
Closed,1186,Medium,Email,Product setup,1st line support,Connor Danielovitch,21-01-2023 07:09,23-01-2023 07:09,21-01-2023 08:09,45:59.3,Within SLA,53:46.2,Within SLA,58:00.3,Training and Consulting Services,Tier 1,Greece,Request
In progress,1198,Medium,Email,Other,1st line support,Sheela Cutten,22-01-2023 08:50,24-01-2023 08:50,22-01-2023 09:50,34:55.1,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Republic of Ireland,Request
Resolved,1199,Low,Chat,Bug report,1st line support,Nicola Wane,22-01-2023 01:57,23-01-2023 01:57,22-01-2023 01:59,57:50.5,Within SLA,33:20.3,Within SLA,,Training and Consulting Services,Tier 1,Czech Republic,Incident
Closed,1200,Medium,Email,Feature request,1st line support,Kristos Westoll,22-01-2023 06:50,24-01-2023 06:50,22-01-2023 07:50,08:42.8,Within SLA,52:38.0,Within SLA,12:17.7,Custom software development,Tier 1,Greece,Change
Resolved,1201,High,Email,Training request,1st line support,Kristos Westoll,22-01-2023 23:42,24-01-2023 23:42,23-01-2023 00:42,06:47.9,Within SLA,24:55.6,Within SLA,,Training and Consulting Services,Tier 1,Poland,Request
Resolved,1202,Low,Email,Feature request,1st line support,Kristos Westoll,22-01-2023 13:18,24-01-2023 13:18,22-01-2023 14:18,34:22.2,Within SLA,21:26.4,Within SLA,,Other,Tier 1,United Kingdom,Change
Resolved,1203,Medium,Email,Bug report,1st line support,Bernard Beckley,22-01-2023 14:32,24-01-2023 14:32,22-01-2023 15:32,02:55.6,Within SLA,16:58.9,Within SLA,,Custom software development,Tier 1,Poland,Incident
In progress,1204,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,23-01-2023 02:36,25-01-2023 02:36,23-01-2023 03:36,15:09.8,Within SLA,,SLA Violated,,Other,Tier 1,Italy,Request
Resolved,1205,Low,Chat,Product setup,2nd line support,Heather Urry,23-01-2023 04:12,24-01-2023 04:12,23-01-2023 04:14,14:33.6,Within SLA,43:55.6,Within SLA,,Custom software development,Tier 2,Spain,Request
Closed,1206,Low,Chat,Product setup,1st line support,Kristos Westoll,23-01-2023 02:29,24-01-2023 02:29,23-01-2023 02:31,30:56.6,Within SLA,11:12.5,Within SLA,46:11.9,Custom software development,Tier 1,Germany,Request
In progress,1207,Low,Email,Feature request,1st line support,Kristos Westoll,23-01-2023 20:37,25-01-2023 20:37,23-01-2023 21:37,15:21.6,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Greece,Change
Resolved,1208,Low,Email,Product setup,1st line support,Sheela Cutten,23-01-2023 16:44,25-01-2023 16:44,23-01-2023 17:44,36:58.5,SLA Violated,47:18.3,Within SLA,,Ready to use Software,Tier 1,Germany,Request
Closed,1209,Medium,Chat,Feature request,1st line support,Sheela Cutten,23-01-2023 13:00,24-01-2023 13:00,23-01-2023 13:02,01:49.4,Within SLA,35:26.8,Within SLA,36:50.9,Ready to use Software,Tier 1,United Kingdom,Change
In progress,1210,Low,Email,Other,2nd line support,Michele Whyatt,23-01-2023 06:36,25-01-2023 06:36,23-01-2023 07:36,44:59.9,Within SLA,,SLA Violated,,Custom software development,Tier 2,Germany,Request
Closed,1211,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,24-01-2023 15:26,26-01-2023 15:26,24-01-2023 16:26,20:28.2,Within SLA,08:25.8,Within SLA,09:31.6,Training and Consulting Services,Tier 1,United Kingdom,Request
Closed,1213,High,Email,Other,1st line support,Sheela Cutten,24-01-2023 11:08,26-01-2023 11:08,24-01-2023 12:08,02:51.5,Within SLA,16:23.5,Within SLA,58:30.2,Other,Tier 1,Poland,Request
Closed,1214,Low,Chat,Other,1st line support,Sheela Cutten,24-01-2023 07:06,25-01-2023 07:06,24-01-2023 07:08,07:53.4,Within SLA,26:31.6,Within SLA,04:01.0,Ready to use Software,Tier 1,United Kingdom,Request
Resolved,1216,Medium,Email,Product setup,1st line support,Nicola Wane,24-01-2023 21:48,26-01-2023 21:48,24-01-2023 22:48,20:35.9,Within SLA,47:44.2,SLA Violated,,Ready to use Software,Tier 1,Austria,Request
In progress,1217,High,Email,Other,2nd line support,Heather Urry,24-01-2023 16:15,26-01-2023 16:15,24-01-2023 17:15,41:24.3,Within SLA,,SLA Violated,,Other,Tier 2,Republic of Ireland,Request
Resolved,1218,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,24-01-2023 12:06,25-01-2023 12:06,24-01-2023 12:08,06:38.2,Within SLA,21:29.8,Within SLA,,Ready to use Software,Tier 1,Czech Republic,Request
Resolved,1219,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,24-01-2023 17:44,26-01-2023 17:44,24-01-2023 18:44,24:02.4,Within SLA,26:42.9,Within SLA,,Ready to use Software,Tier 1,Germany,Request
Closed,1220,Low,Chat,Feature request,2nd line support,Heather Urry,25-01-2023 15:47,26-01-2023 15:47,25-01-2023 15:49,50:33.3,SLA Violated,23:13.0,Within SLA,08:36.1,Ready to use Software,Tier 2,Slovenia,Change
Resolved,1221,Medium,Email,Bug report,2nd line support,Heather Urry,25-01-2023 15:29,27-01-2023 15:29,25-01-2023 16:29,19:34.9,SLA Violated,52:45.7,Within SLA,,Custom software development,Tier 2,Greece,Incident
Closed,1222,Medium,Email,Product setup,1st line support,Nicola Wane,25-01-2023 09:37,27-01-2023 09:37,25-01-2023 10:37,50:47.1,Within SLA,23:30.6,Within SLA,13:57.9,Training and Consulting Services,Tier 1,Czech Republic,Request
Resolved,1223,Medium,Email,Feature request,1st line support,Kristos Westoll,25-01-2023 22:34,27-01-2023 22:34,25-01-2023 23:34,43:08.2,Within SLA,09:09.3,Within SLA,,Other,Tier 1,United Kingdom,Change
Closed,1224,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,25-01-2023 08:08,27-01-2023 08:08,25-01-2023 09:08,57:55.0,Within SLA,08:32.8,Within SLA,24:02.8,Ready to use Software,Tier 1,Republic of Ireland,Request
Resolved,1225,High,Email,Pricing and licensing,1st line support,Connor Danielovitch,25-01-2023 06:10,27-01-2023 06:10,25-01-2023 07:10,44:02.9,Within SLA,27:22.7,Within SLA,,Ready to use Software,Tier 1,Italy,Request
In progress,1226,Low,Phone,Feature request,1st line support,Sheela Cutten,25-01-2023 11:33,27-01-2023 11:33,25-01-2023 11:35,36:04.2,SLA Violated,,SLA Violated,,Ready to use Software,Tier 1,Greece,Change
Resolved,1227,Low,Chat,Product setup,1st line support,Sheela Cutten,26-01-2023 08:15,27-01-2023 08:15,26-01-2023 08:17,16:59.6,Within SLA,11:02.1,Within SLA,,Custom software development,Tier 1,Poland,Request
Closed,1228,Medium,Email,Product setup,1st line support,Kristos Westoll,26-01-2023 22:03,28-01-2023 22:03,26-01-2023 23:03,43:43.8,Within SLA,01:51.4,Within SLA,58:13.1,Training and Consulting Services,Tier 1,Republic of Ireland,Request
Resolved,1229,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,26-01-2023 20:20,28-01-2023 20:20,26-01-2023 21:20,19:17.5,Within SLA,25:16.4,Within SLA,,Ready to use Software,Tier 1,Bulgaria,Request
Resolved,1230,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,26-01-2023 14:36,28-01-2023 14:36,26-01-2023 15:36,25:19.0,Within SLA,46:00.4,Within SLA,,Training and Consulting Services,Tier 1,France,Request
Closed,1231,Low,Email,Feature request,2nd line support,Heather Urry,26-01-2023 22:13,28-01-2023 22:13,26-01-2023 23:13,19:21.0,Within SLA,28:47.2,Within SLA,38:00.7,Ready to use Software,Tier 2,Italy,Change
Resolved,1232,Low,Chat,Product setup,1st line support,Nicola Wane,26-01-2023 16:23,27-01-2023 16:23,26-01-2023 16:25,24:37.0,Within SLA,11:54.0,Within SLA,,Ready to use Software,Tier 1,Italy,Request
In progress,1233,High,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,26-01-2023 03:27,28-01-2023 03:27,26-01-2023 04:27,43:57.3,Within SLA,,SLA Violated,,Ready to use Software,Tier 2,Italy,Request
Closed,1234,High,Email,Product setup,1st line support,Connor Danielovitch,26-01-2023 23:23,28-01-2023 23:23,27-01-2023 00:23,47:55.6,Within SLA,30:36.1,Within SLA,48:24.6,Custom software development,Tier 1,Germany,Request
In progress,1235,Medium,Phone,Bug report,1st line support,Nicola Wane,27-01-2023 16:27,29-01-2023 16:27,27-01-2023 16:29,28:57.4,Within SLA,,SLA Violated,,Custom software development,Tier 1,Republic of Ireland,Incident
Resolved,1236,Medium,Phone,Pricing and licensing,1st line support,Nicola Wane,27-01-2023 02:57,29-01-2023 02:57,27-01-2023 02:59,31:18.2,SLA Violated,10:24.3,Within SLA,,Ready to use Software,Tier 1,France,Request
Closed,1237,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,27-01-2023 22:18,29-01-2023 22:18,27-01-2023 23:18,32:55.0,Within SLA,14:18.8,Within SLA,04:29.3,Other,Tier 1,United Kingdom,Request
Closed,1238,Low,Chat,Feature request,1st line support,Nicola Wane,27-01-2023 15:35,28-01-2023 15:35,27-01-2023 15:37,36:34.0,Within SLA,35:09.1,Within SLA,57:07.3,Ready to use Software,Tier 1,Greece,Change
Resolved,1239,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,27-01-2023 21:11,29-01-2023 21:11,27-01-2023 22:11,22:49.0,Within SLA,41:59.1,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Request
In progress,1240,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,27-01-2023 06:05,28-01-2023 06:05,27-01-2023 06:07,06:23.4,Within SLA,,SLA Violated,,Custom software development,Tier 1,France,Request
Resolved,1241,Medium,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,27-01-2023 01:00,28-01-2023 01:00,27-01-2023 01:02,02:04.7,Within SLA,38:39.6,Within SLA,,Ready to use Software,Tier 1,Italy,Request
Closed,1242,Medium,Phone,Pricing and licensing,2nd line support,Heather Urry,27-01-2023 10:22,29-01-2023 10:22,27-01-2023 10:24,22:54.8,Within SLA,43:17.6,Within SLA,22:05.8,Ready to use Software,Tier 2,Slovenia,Request
Resolved,1243,Medium,Phone,Pricing and licensing,1st line support,Sheela Cutten,27-01-2023 20:50,29-01-2023 20:50,27-01-2023 20:52,50:56.9,Within SLA,02:39.8,Within SLA,,Training and Consulting Services,Tier 1,Slovenia,Request
Resolved,1244,Low,Email,Product setup,1st line support,Nicola Wane,27-01-2023 08:33,29-01-2023 08:33,27-01-2023 09:33,47:05.1,Within SLA,02:59.9,Within SLA,,Ready to use Software,Tier 1,France,Request
In progress,1245,Low,Email,Bug report,1st line support,Connor Danielovitch,27-01-2023 21:50,29-01-2023 21:50,27-01-2023 22:50,58:33.0,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Greece,Incident
Closed,1246,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,27-01-2023 17:51,29-01-2023 17:51,27-01-2023 18:51,37:33.5,Within SLA,33:46.6,Within SLA,01:09.0,Custom software development,Tier 1,Czech Republic,Request
Closed,1247,High,Chat,Other,1st line support,Connor Danielovitch,28-01-2023 13:39,29-01-2023 13:39,28-01-2023 13:41,40:13.7,Within SLA,08:27.7,Within SLA,45:06.4,Custom software development,Tier 1,Poland,Request
Resolved,1248,Low,Email,Product setup,2nd line support,Heather Urry,28-01-2023 20:03,30-01-2023 20:03,28-01-2023 21:03,33:08.3,Within SLA,44:15.7,Within SLA,,Ready to use Software,Tier 2,Republic of Ireland,Request
Closed,1254,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,28-01-2023 12:06,29-01-2023 12:06,28-01-2023 12:08,10:09.2,SLA Violated,28:16.4,Within SLA,42:00.8,Custom software development,Tier 1,Italy,Request
Closed,1255,Medium,Phone,Other,2nd line support,Heather Urry,28-01-2023 21:26,30-01-2023 21:26,28-01-2023 21:28,28:27.1,Within SLA,42:41.0,Within SLA,52:43.4,Ready to use Software,Tier 2,France,Request
Closed,1256,High,Chat,Pricing and licensing,1st line support,Nicola Wane,29-01-2023 00:51,30-01-2023 00:51,29-01-2023 00:53,54:35.7,SLA Violated,38:25.0,Within SLA,02:01.4,Custom software development,Tier 1,United Kingdom,Request
In progress,1257,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,29-01-2023 11:27,31-01-2023 11:27,29-01-2023 12:27,08:48.5,Within SLA,,SLA Violated,,Other,Tier 1,Poland,Request
Closed,1258,Low,Chat,Product setup,2nd line support,Adolpho Messingham,29-01-2023 07:22,30-01-2023 07:22,29-01-2023 07:24,24:23.3,Within SLA,31:48.6,Within SLA,28:35.2,Ready to use Software,Tier 2,Austria,Request
Closed,1259,High,Email,Bug report,1st line support,Sheela Cutten,29-01-2023 02:59,31-01-2023 02:59,29-01-2023 03:59,22:30.8,SLA Violated,27:29.2,Within SLA,26:32.5,Training and Consulting Services,Tier 1,Spain,Incident
Closed,1260,Low,Phone,Purchasing and invoicing,1st line support,Connor Danielovitch,29-01-2023 20:28,31-01-2023 20:28,29-01-2023 20:30,29:31.3,Within SLA,01:17.6,Within SLA,17:23.8,Custom software development,Tier 1,Germany,Request
Resolved,1266,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,29-01-2023 22:11,31-01-2023 22:11,29-01-2023 23:11,43:29.8,Within SLA,45:47.6,SLA Violated,,Training and Consulting Services,Tier 2,Austria,Request
Resolved,1267,High,Email,Bug report,1st line support,Kristos Westoll,29-01-2023 05:19,31-01-2023 05:19,29-01-2023 06:19,49:37.9,Within SLA,04:21.5,Within SLA,,Training and Consulting Services,Tier 1,Republic of Ireland,Incident
